mileage,mpg_city,feature_list,make,mpg_highway,stock_number,location,year,model,type,price
87K,28,"Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels, Overhead Airbags",Honda,35,12546272,West Broad,2010,Fit Sport,sedan,"$10,998"
43K,30,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Chevrolet,39,14294746,West Broad,2015,Spark LT,sedan,"$10,998"
82K,18,"Anniversary Edition, Leather Seats, Sunroof(s), Front Seat Heaters, Cruise Control",Chevrolet,29,14417827,West Broad,2008,Impala LT,sedan,"$10,998"
117K,22,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,35,14407419,West Broad,2011,Sonata GLS,sedan,"$10,599"
77K,16,"Leather Seats, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Buick,25,12546234,West Broad,2008,Lucerne CXL,sedan,"$10,599"
75K,21,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Volkswagen,29,14407223,West Broad,2008,Rabbit S,sedan,"$9,998"
93K,27,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Side Airbags, Air Conditioning",Toyota,35,14273293,West Broad,2009,Corolla LE,sedan,"$9,998"
111K,26,"Cruise Control, Auxiliary Audio Input, Rear Spoiler, Overhead Airbags, Traction Control",Toyota,34,14448626,West Broad,2010,Corolla S,sedan,"$9,998"
116K,26,"Sport Package, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels",Toyota,34,13365715,West Broad,2010,Corolla S,sedan,"$9,998"
107K,26,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Kia,36,14141327,West Broad,2012,Forte EX,sedan,"$9,998"
87K,26,"Sunroof(s), Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Hyundai,34,14141371,West Broad,2010,Elantra SE,sedan,"$9,998"
117K,22,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Hyundai,35,14273022,West Broad,2011,Sonata GLS,sedan,"$9,998"
96K,18,"Auxiliary Audio Input, Overhead Airbags, ABS Brakes, Alloy Wheels, CD Audio",Chrysler,26,14407228,West Broad,2008,300 LX,sedan,"$9,998"
88K,17,"Leather Seats, Parking Sensors, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Buick,26,14048916,West Broad,2006,Lucerne CXL,sedan,"$9,599"
120K,20,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Ford,28,13661478,West Broad,2011,Fusion SE,sedan,"$8,998"
115K,21,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Side Airbags",Dodge,30,14053361,West Broad,2008,Avenger SXT,sedan,"$8,998"
20K,21,"Rear View Camera, Satellite Radio Ready, Auxiliary Audio Input, Overhead Airbags, ABS Brakes",Buick,32,14253572,Virginia Beach,2014,Verano,sedan,"$14,998"
22K,21,"Parking Sensors, Rear View Camera, Front Seat Heaters, Satellite Radio Ready, Auxiliary Audio Input",Buick,32,14253563,Virginia Beach,2014,Verano Convenience,sedan,"$14,998"
49K,30,"Premium Package, Leather Seats, Sunroof(s), Rear View Camera, Navigation System",Nissan,39,14049052,Virginia Beach,2014,Sentra SL,sedan,"$14,599"
40K,28,"Sunroof(s), Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels",Mazda,39,14387816,Virginia Beach,2013,Mazda3 I Touring,sedan,"$14,599"
36K,23,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Kia,34,14481776,Virginia Beach,2014,Optima LX,sedan,"$14,599"
18K,28,"Leather Seats, Sunroof(s), Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Hyundai,38,14387756,Virginia Beach,2013,Elantra Limited,sedan,"$14,599"
14K,28,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14387713,Virginia Beach,2013,Civic LX,sedan,"$14,599"
12K,26,"Convenience Package, Turbo Charged Engine, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Chevrolet,38,14253522,Virginia Beach,2015,Cruze LT,sedan,"$14,599"
28K,23,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Kia,34,14497525,Virginia Beach,2014,Optima LX,sedan,"$13,998"
55K,24,"Convenience Package, Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Kia,35,14500234,Virginia Beach,2013,Optima LX,sedan,"$13,998"
46K,23,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Kia,34,14417971,Virginia Beach,2014,Optima LX,sedan,"$13,998"
34K,24,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Kia,35,14255532,Virginia Beach,2013,Optima LX,sedan,"$13,998"
15K,28,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,38,14417906,Virginia Beach,2014,Elantra SE,sedan,"$13,998"
18K,28,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,38,14342619,Virginia Beach,2015,Elantra SE,sedan,"$13,998"
35K,24,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,35,14482467,Virginia Beach,2014,Sonata GLS,sedan,"$13,998"
22K,28,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Hyundai,38,14387451,Virginia Beach,2016,Elantra SE,sedan,"$13,998"
47K,30,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14422684,Virginia Beach,2014,Civic LX,sedan,"$13,998"
30K,28,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14482361,Virginia Beach,2013,Civic LX,sedan,"$13,998"
27K,28,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14482347,Virginia Beach,2013,Civic LX,sedan,"$13,998"
115K,22,"Cruise Control, Alloy Wheels, Air Conditioning, ABS Brakes, Power Locks",Mazda,28,14048161,West Broad,2006,Mazda3 S,sedan,"$7,998"
21K,28,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14387711,Virginia Beach,2013,Civic LX,sedan,"$13,998"
14K,26,"Turbo Charged Engine, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Chevrolet,38,14388157,Virginia Beach,2014,Cruze LT,sedan,"$13,998"
50K,24,"Navigation System, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Volkswagen,34,14343067,Virginia Beach,2014,Passat S,sedan,"$13,599"
49K,27,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,38,14343611,Virginia Beach,2013,Altima S,sedan,"$13,599"
20K,30,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,39,14388012,Virginia Beach,2014,Sentra SV,sedan,"$13,599"
47K,27,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,38,14342960,Virginia Beach,2014,Altima S,sedan,"$13,599"
31K,23,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,32,12845576,Virginia Beach,2012,Altima S,sedan,"$13,599"
36K,28,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,38,14422722,Virginia Beach,2014,Elantra SE,sedan,"$13,599"
26K,28,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,38,14387453,Virginia Beach,2014,Elantra SE,sedan,"$13,599"
30K,28,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14422681,Virginia Beach,2013,Civic LX,sedan,"$13,599"
27K,23,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Dodge,35,14342325,Virginia Beach,2015,Dart SXT,sedan,"$13,599"
34K,26,"Turbo Charged Engine, Sunroof(s), Pioneer Sound System, Rear View Camera, Cruise Control",Chevrolet,38,14482209,Virginia Beach,2014,Cruze LT,sedan,"$13,599"
35K,0,"Rear View Camera, Satellite Radio Ready, Auxiliary Audio Input, Overhead Airbags, ABS Brakes",Buick,0,13397690,Virginia Beach,2013,Verano,sedan,"$13,599"
46K,25,,Volkswagen,37,14346734,Virginia Beach,2015,Jetta SE,sedan,"$12,998"
23K,26,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Toyota,34,14049032,Virginia Beach,2011,Corolla LE,sedan,"$12,998"
70K,27,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,38,14500212,Virginia Beach,2013,Altima S,sedan,"$12,998"
45K,30,"Rear View Camera, Navigation System, Cruise Control, Auxiliary Audio Input, Overhead Airbags",Nissan,39,14227153,Virginia Beach,2014,Sentra SV,sedan,"$12,998"
32K,24,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Kia,34,14482474,Virginia Beach,2014,Forte5 EX,sedan,"$12,998"
35K,24,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,35,14387850,Virginia Beach,2013,Sonata GLS,sedan,"$12,998"
31K,28,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,38,14343270,Virginia Beach,2014,Elantra SE,sedan,"$12,998"
17K,28,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,38,14387753,Virginia Beach,2013,Elantra GLS,sedan,"$12,998"
36K,28,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,38,14387229,Virginia Beach,2013,Elantra GLS,sedan,"$12,998"
33K,28,"Navigation System, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels",Honda,35,14049036,Virginia Beach,2011,Fit Sport,sedan,"$12,998"
60K,28,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,36,14342863,Virginia Beach,2013,Civic LX,sedan,"$12,998"
27K,0,"Sunroof(s), Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Chrysler,0,14342323,Virginia Beach,2014,200 Touring,sedan,"$12,998"
31K,22,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Chevrolet,35,14388152,Virginia Beach,2014,Cruze LS,sedan,"$12,998"
31K,22,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Chevrolet,35,14388159,Virginia Beach,2014,Cruze LS,sedan,"$12,998"
29K,23,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Volkswagen,29,14388195,Virginia Beach,2014,Jetta S,sedan,"$12,599"
41K,30,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,39,14388013,Virginia Beach,2014,Sentra SV,sedan,"$12,599"
55K,23,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,32,14049007,Virginia Beach,2012,Altima S,sedan,"$12,599"
30K,27,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,37,14388117,Virginia Beach,2014,Accent GLS,sedan,"$12,599"
1K,31,"Rear View Camera, Auxiliary Audio Input, Rear Spoiler, Overhead Airbags, Traction Control",Chevrolet,41,14387985,Virginia Beach,2016,Spark LS,sedan,"$12,599"
79K,22,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Chevrolet,34,14343034,Virginia Beach,2013,Malibu LS,sedan,"$12,599"
31K,26,"Turbo Charged Engine, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Chevrolet,38,14386744,Virginia Beach,2014,Cruze LT,sedan,"$12,599"
37K,25,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Kia,37,14482124,Virginia Beach,2014,Forte LX,sedan,"$11,998"
32K,25,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Kia,37,14303784,Virginia Beach,2015,Forte LX,sedan,"$11,998"
50K,22,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Hyundai,35,14048929,Virginia Beach,2011,Sonata GLS,sedan,"$11,998"
73K,24,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,35,14233809,Virginia Beach,2012,Sonata GLS,sedan,"$11,998"
40K,20,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Chrysler,31,14199930,Virginia Beach,2013,200 Touring,sedan,"$11,998"
29K,27,,Chevrolet,37,14343141,Virginia Beach,2013,Sonic LT,sedan,"$11,998"
30K,22,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Chevrolet,35,14388149,Virginia Beach,2014,Cruze LS,sedan,"$11,998"
32K,0,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Chevrolet,0,14342704,Virginia Beach,2013,Cruze LS,sedan,"$11,998"
74K,0,"Leather Seats, Sunroof(s), Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Nissan,0,13562967,Virginia Beach,2007,Altima SL,sedan,"$11,599"
26K,0,"Premium Package, Rear View Camera, Navigation System, Cruise Control, Auxiliary Audio Input",Kia,0,14199977,Virginia Beach,2013,Rio5 SX,sedan,"$11,599"
103K,20,"Leather Seats, Navigation System, Front Seat Heaters, Sunroof(s), Satellite Radio Ready",Acura,28,14342435,Virginia Beach,2008,TSX,sedan,"$11,599"
83K,24,"Leatherette Seats, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Volkswagen,31,13485819,Virginia Beach,2013,Jetta SE,sedan,"$10,998"
37K,27,"Cruise Control, Auxiliary Audio Input, Rear Spoiler, Overhead Airbags, Traction Control",Nissan,34,14342982,Virginia Beach,2012,Sentra S,sedan,"$10,998"
64K,31,"Cruise Control, Auxiliary Audio Input, Rear Spoiler, Overhead Airbags, Traction Control",Nissan,40,14234976,Virginia Beach,2014,Versa SV,sedan,"$10,998"
31K,26,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Side Airbags, Air Conditioning",Hyundai,34,14342296,Virginia Beach,2010,Elantra GLS,sedan,"$10,998"
69K,28,"Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels, Overhead Airbags",Honda,35,14342999,Virginia Beach,2012,Fit Sport,sedan,"$10,998"
50K,28,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels",Ford,36,14343130,Virginia Beach,2014,Fiesta SE,sedan,"$10,998"
75K,26,"Turbo Charged Engine, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Chevrolet,38,14343671,Virginia Beach,2013,Cruze LT,sedan,"$10,998"
51K,27,"Turbo Charged Engine, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Chevrolet,37,14049028,Virginia Beach,2013,Sonic LT,sedan,"$10,998"
104K,23,"Cruise Control, Auxiliary Audio Input, Rear Spoiler, Overhead Airbags, Side Airbags",Nissan,31,14049030,Virginia Beach,2007,Altima S,sedan,"$10,599"
101K,24,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,35,14049008,Virginia Beach,2013,Sonata GLS,sedan,"$10,599"
75K,18,"Leather Seats, Sunroof(s), Parking Sensors, Cruise Control, Auxiliary Audio Input",Ford,26,14233666,Virginia Beach,2008,Fusion SE,sedan,"$10,599"
4K,126,"2WD, ABS Brakes, Air Conditioning, Alloy Wheels, AM/FM Stereo",Mitsubishi,99,14422783,Virginia Beach,2012,i-MIEV SE,sedan,"$9,599"
18K,17,"Power Liftgate/DeckLid, 4WD/AWD, Leatherette Seats, Sunroof(s), Parking Sensors",Lincoln,24,14304942,Fredericksburg,2016,MKZ,sedan,"$26,998"
25K,0,"Run Flat Tires, Leatherette Seats, Rear View Camera, Navigation System, Front Seat Heaters",Infiniti,0,14346596,Fredericksburg,2015,Q50 Premium,sedan,"$26,998"
9K,20,"Special Edition, Leather Seats, Sunroof(s), Front Seat Heaters, Cruise Control",Acura,29,14419024,Fredericksburg,2014,TL Special Edition,sedan,"$24,998"
25K,26,"Run Flat Tires, Turbo Charged Engine, Leatherette Seats, Rear View Camera, Navigation System",Mercedes-Benz,38,14386135,Fredericksburg,2014,CLA250,sedan,"$23,998"
14K,21,"Leather Seats, Sunroof(s), Rear View Camera, Front Seat Heaters, Cruise Control",Honda,34,14050648,Fredericksburg,2015,Accord EX-L,sedan,"$23,998"
10K,19,"Alpine Sound System, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Dodge,31,14347162,Fredericksburg,2016,Charger SXT,sedan,"$23,599"
16K,20,"Special Edition, Leather Seats, Sunroof(s), Front Seat Heaters, Cruise Control",Acura,29,14421304,Fredericksburg,2014,TL Special Edition,sedan,"$23,599"
16K,43,"Leatherette Seats, Rear View Camera, Front Seat Heaters, Sunroof(s), Satellite Radio Ready",Lexus,40,14289629,Fredericksburg,2015,CT 200h,sedan,"$22,998"
33K,19,"Leather Seats, Panoramic Sunroof, Parking Sensors, Rear View Camera, Front Seat Heaters",Chevrolet,29,14253545,Fredericksburg,2014,Impala LTZ,sedan,"$22,998"
18K,23,"4WD/AWD, Turbo Charged Engine, Leatherette Seats, Front Seat Heaters, Sunroof(s)",BMW,35,14289575,Fredericksburg,2014,320 XI,sedan,"$22,998"
27K,20,"Special Edition, Leather Seats, Sunroof(s), Front Seat Heaters, Cruise Control",Acura,29,14423826,Fredericksburg,2014,TL Special Edition,sedan,"$22,599"
31K,0,"S-Line, 4WD/AWD, Turbo Charged Engine, Leather Seats, Navigation System",Audi,0,14267393,Fredericksburg,2012,A4 Premium Plus,sedan,"$21,998"
26K,21,"Leather Seats, Sunroof(s), Rear View Camera, Navigation System, Front Seat Heaters",Toyota,31,14199897,Fredericksburg,2013,Avalon XLE Touring,sedan,"$21,599"
35K,19,"Auto Cruise Control, Leather Seats, Panoramic Sunroof, Infinity Sound System, Parking Sensors",Kia,28,14388126,Fredericksburg,2014,Cadenza SXL,sedan,"$21,599"
36K,21,"Leather Seats, Sunroof(s), Rear View Camera, Navigation System, Front Seat Heaters",Honda,32,14407786,Fredericksburg,2014,Accord EX-L,sedan,"$21,599"
22K,22,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Honda,31,14078862,Fredericksburg,2015,Civic Si,sedan,"$20,998"
47K,22,"Premium Package, Run Flat Tires, 4WD/AWD, Turbo Charged Engine, Leatherette Seats",BMW,33,14407838,Fredericksburg,2013,328 XI,sedan,"$20,998"
31K,20,,Acura,29,14387645,Fredericksburg,2013,TL,sedan,"$20,998"
33K,20,"Technology Package, Leather Seats, Sunroof(s), Rear View Camera, Navigation System",Acura,29,14481987,Fredericksburg,2013,TL,sedan,"$20,998"
33K,20,"Technology Package, Leather Seats, Sunroof(s), Rear View Camera, Navigation System",Acura,29,14387653,Fredericksburg,2013,TL,sedan,"$20,998"
9K,0,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels",Honda,0,14418185,Fredericksburg,2014,Accord Sport,sedan,"$20,599"
15K,28,"4WD/AWD, Sunroof(s), Rear View Camera, Front Seat Heaters, Cruise Control",Subaru,37,14483357,Fredericksburg,2015,Impreza 2.0i Premium,sedan,"$19,998"
33K,23,"Turbo Charged Engine, Rear View Camera, Cruise Control, Auxiliary Audio Input, Rear Spoiler",Ford,32,14053219,Fredericksburg,2015,Focus ST,sedan,"$19,998"
25K,22,"Turbo Charged Engine, Leather Seats, Sunroof(s), Parking Sensors, Rear View Camera",Ford,33,14422765,Fredericksburg,2016,Fusion Titanium,sedan,"$19,998"
21K,17,"Leather Seats, Parking Sensors, Rear View Camera, Front Seat Heaters, Panoramic Sunroof",Buick,27,14267613,Fredericksburg,2013,LaCrosse Leather,sedan,"$19,998"
20K,20,"Leather Seats, Sunroof(s), Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Acura,29,14481994,Fredericksburg,2013,TL,sedan,"$19,998"
40K,22,"Auto Cruise Control, 4WD/AWD, Turbo Charged Engine, Leather Seats, Sunroof(s)",Ford,31,14407723,Fredericksburg,2014,Fusion Titanium,sedan,"$19,599"
47K,19,"Convenience Package, Panoramic Sunroof, Parking Sensors, Rear View Camera, Front Seat Heaters",Chevrolet,29,14199961,Fredericksburg,2014,Impala LT,sedan,"$19,599"
30K,21,"Turbo Charged Engine, Leather Seats, Front Seat Heaters, Sunroof(s), Satellite Radio Ready",Volvo,30,14421292,Fredericksburg,2014,S60 T5 Premier,sedan,"$18,998"
20K,0,"Convenience Package, Leather & Suede Seats, Sunroof(s), JBL Sound System, Rear View Camera",Toyota,0,14053859,Fredericksburg,2014,Camry SE,sedan,"$18,998"
11K,19,"Sunroof(s), Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Nissan,26,14422779,Fredericksburg,2014,Maxima S,sedan,"$18,998"
21K,23,,Kia,34,14482450,Fredericksburg,2014,Optima EX,sedan,"$18,998"
24K,21,"Technology Package, Turbo Charged Engine, Leather Seats, Panoramic Sunroof, Infinity Sound System",Hyundai,32,14422839,Fredericksburg,2014,Sonata Limited,sedan,"$18,998"
27K,18,"Turbo Charged Engine, Leather Seats, Sunroof(s), Harman Kardon Sound, Parking Sensors",Buick,29,14322379,Fredericksburg,2013,Regal GS,sedan,"$21,599"
24K,30,"Leather Seats, Sunroof(s), Rear View Camera, Front Seat Heaters, Cruise Control",Honda,39,14267616,Fredericksburg,2015,Civic EX-L,sedan,"$18,998"
42K,40,"Leather Seats, Sunroof(s), Parking Sensors, Rear View Camera, Navigation System",Ford,36,14387783,Fredericksburg,2014,Fusion Energi Titanium,sedan,"$18,998"
32K,25,"Convenience Package, Leather Seats, Sunroof(s), Rear View Camera, Navigation System",Toyota,35,14199908,Fredericksburg,2014,Camry XLE,sedan,"$18,599"
33K,30,"Leather Seats, Sunroof(s), Rear View Camera, Front Seat Heaters, Cruise Control",Honda,39,14053963,Fredericksburg,2015,Civic EX-L,sedan,"$18,599"
28K,21,,Chevrolet,31,14253775,Fredericksburg,2014,Impala LT,sedan,"$18,599"
25K,22,"Leatherette Seats, Satellite Radio Ready, Auxiliary Audio Input, Overhead Airbags, ABS Brakes",Cadillac,33,14253018,Fredericksburg,2014,ATS,sedan,"$18,599"
33K,17,"Leather Seats, Parking Sensors, Rear View Camera, Front Seat Heaters, Satellite Radio Ready",Buick,27,14253765,Fredericksburg,2013,LaCrosse Leather,sedan,"$18,599"
33K,23,"Technology Package, Leather Seats, Panoramic Sunroof, Infinity Sound System, Parking Sensors",Kia,34,14482453,Fredericksburg,2014,Optima EX,sedan,"$17,998"
42K,23,"Premium Package, Technology Package, Leather Seats, Panoramic Sunroof, Infinity Sound System",Kia,34,14482449,Fredericksburg,2014,Optima EX,sedan,"$17,998"
35K,27,"Sunroof(s), Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Honda,36,13860637,Fredericksburg,2014,Accord EX,sedan,"$17,998"
35K,27,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Honda,36,14482318,Fredericksburg,2014,Accord EX,sedan,"$17,998"
27K,25,"Luxury Package, Turbo Charged Engine, Leather Seats, Sunroof(s), Parking Sensors",Ford,37,14482245,Fredericksburg,2015,Fusion SE,sedan,"$17,998"
45K,22,"Turbo Charged Engine, Leather Seats, Sunroof(s), Parking Sensors, Rear View Camera",Ford,33,14422760,Fredericksburg,2016,Fusion Titanium,sedan,"$17,998"
63K,16,"Auto Cruise Control, Leather Seats, Harman Kardon Sound, Rear View Camera, Navigation System",Chrysler,25,14266664,Fredericksburg,2012,300 C Luxury,sedan,"$17,998"
5K,27,"Turbo Charged Engine, Rear View Camera, Cruise Control, Alloy Wheels, Overhead Airbags",Chevrolet,37,14388201,Fredericksburg,2016,Malibu LT,sedan,"$17,998"
48K,25,"Leather Seats, Sunroof(s), Pioneer Sound System, Rear View Camera, Navigation System",Chevrolet,36,14407778,Fredericksburg,2014,Malibu LTZ,sedan,"$17,998"
37K,17,"Cold Weather Package, Run Flat Tires, 4WD/AWD, Leatherette Seats, Front Seat Heaters",BMW,26,14054223,Fredericksburg,2011,328 XI,sedan,"$17,998"
29K,24,"Premium Package, Leather Seats, Rear View Camera, Front Seat Heaters, Sunroof(s)",Acura,35,14482032,Fredericksburg,2014,ILX,sedan,"$17,998"
33K,23,"Leather Seats, Sunroof(s), Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Honda,34,14483332,Fredericksburg,2012,Accord EX-L,sedan,"$17,599"
33K,20,"Technology Package, Leather Seats, Panoramic Sunroof, Infinity Sound System, Parking Sensors",Hyundai,29,14388131,Fredericksburg,2013,Azera,sedan,"$18,998"
35K,27,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels",Honda,36,14407486,Fredericksburg,2013,Accord Sport,sedan,"$17,599"
26K,40,"Luxury Package, Leather Seats, Sunroof(s), Parking Sensors, Rear View Camera",Ford,36,14254569,Fredericksburg,2013,Fusion Energi SE,sedan,"$17,599"
30K,24,"Leather Seats, Rear View Camera, Front Seat Heaters, Sunroof(s), Auxiliary Audio Input",Acura,35,14482037,Fredericksburg,2014,ILX,sedan,"$17,599"
34K,27,"Convenience Package, Technology Package, Sunroof(s), Rear View Camera, Navigation System",Nissan,38,14422645,Fredericksburg,2014,Altima SV,sedan,"$16,998"
30K,23,"Premium Package, Leather Seats, Panoramic Sunroof, Infinity Sound System, Rear View Camera",Kia,34,14481779,Fredericksburg,2014,Optima EX,sedan,"$16,998"
50K,24,"Premium Package, Technology Package, Leather Seats, Panoramic Sunroof, Infinity Sound System",Kia,35,14315275,Fredericksburg,2013,Optima EX,sedan,"$16,998"
48K,20,"Technology Package, Leather Seats, Panoramic Sunroof, Infinity Sound System, Parking Sensors",Hyundai,28,14315244,Fredericksburg,2012,Azera,sedan,"$16,998"
23K,27,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Honda,36,14482321,Fredericksburg,2014,Accord LX,sedan,"$16,998"
24K,27,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Honda,36,14482338,Fredericksburg,2014,Accord LX,sedan,"$16,998"
20K,27,"Leather Seats, Sunroof(s), Parking Sensors, Rear View Camera, Front Seat Heaters",Ford,40,14482240,Fredericksburg,2016,Focus Titanium,sedan,"$16,998"
33K,23,"Luxury Package, Technology Package, Turbo Charged Engine, Leather Seats, Sunroof(s)",Ford,36,14418894,Fredericksburg,2014,Fusion SE,sedan,"$16,998"
28K,25,"Convenience Package, Leather Seats, Sunroof(s), Pioneer Sound System, Rear View Camera",Chevrolet,36,14253757,Fredericksburg,2014,Malibu LT,sedan,"$16,998"
24K,27,"Convenience Package, Diesel Engine, Leather Seats, Sunroof(s), Parking Sensors",Chevrolet,46,14387724,Fredericksburg,2014,Cruze Diesel,sedan,"$16,998"
